,TRUE,,1,
9722,,,0.00224,
9723,,,0.99971,
9724,,,0.99771,
9725,,,0.99875,
9726,,,0.99781,
9727,,,0.99491,
9728,,,0.99004,
9729,,,0.98324,
9730,,,0.97453,
9731,,,0.01356,
9732,,,0.00599,
9733,,,0.0052,
9734,,,0.00614,
9735,,,0.00624,
9736,,,0.00544,
9737,,,0.00617,
9738,,,0.00583,
9739,,,0.00934,
9740,,,0.00089,
9741,,,4e-005,
9742,,,0.00452,
9743,,,0.00496,
9744,,,0.00624,
9745,,,0.00824,
9746,,,0.04836,
9747,,,0.04146,
9748,,,0.02743,
9749,,,0.03115,
9750,,,0.03,
9751,,,0.003845,
9752,,,0.005067,
9753,,,0.003541,
9754,,,0.004145,
9755,,,0.004258,
9756,,,0.001262,
9757,,,0.00254,
9758,,,0.002977,
9759,,,0.002537,
9760,,,0.004107,
9761,,,0.001838,
9762,,,0.008326,
9763,,,0.056334,
9764,,,0.002943,
9765,,,0.006242,
9766,,,0.011136,
9767,,,0.011447,
9768,,,0.008486,
9769,,,0.025188,
9770,,,0.027028,
9771,,,0.006758,
9772,,,0.023794,
9773,,,0.009907,
9774,,,0.015313,
9775,,,0.01875,
9776,,,0.017713,
9777,,,0.014707,
9778,,,0.007244,
9779,,,0.004658,
9780,,,0.006528,
9781,,,0.024162,
9782,,,0.010814,
9783,,,0.011503,
9784,,,0.007964,
9785,,,0.010258,
9786,,,0.013457,
9787,,,0.044866,
9788,,,0.047126,
9789,,,0.009262,
9790,,,0.006893,
9791,,,0.008363,
9792,,,0.008777,
9793,,,0.00324,
9794,,,0.004362,
9795,,,0.004758,
9796,,,0.002955,
9797,,,0.001159,
9798,,,0.002233,
9799,,,0.001445,
9800,,,0.0075,
9801,,,0.05395,
9802,,,0.03527,
9803,,,0.00634,
9804,,,0.02454,
9805,,,0.02226,
9806,,,0.00936,
9807,,,0.02824,
9808,,,0.02378,
9809,,,0.01336,
9810,,,0.00439,
9811,,,0.00176,
9812,,,0.00537,
9813,,,0.02013,
9814,,,0.00846,
9815,,,0.01026,
9816,,,0.00046,
9817,,,0.0015,
9818,,,0.00331,
9819,,,0.00334,
9820,,,0.00153,
9821,,,0.00534,
9822,,,0.99474,
9823,,,0.99971,
9824,,,1.00271,
9825,,,0.01125,
9826,,,0.01531,
9827,,,0.01241,
9828,,,0.00754,
9829,,,0.00074,
9830,,,0.97453,
9831,,,0.96394,
9832,,,0.01349,
9833,,,0.0077,
9834,,,0.00614,
9835,,,0.00874,
9836,,,0.00794,
9837,,,0.00117,
9838,,,0.00167,
9839,,,0.00066,
9840,,,0.00089,
9841,,,4e-005,
9842,,,0.01702,
9843,,,0.00496,
9844,,,0.00874,
9845,,,0.02574,
9846,,,0.04836,
9847,,,0.02896,
9848,,,0.03493,
9849,,,0.03615,
9850,,,0.0325,
9851,,,0.006345,
9852,,,0.002567,
9853,,,0.001041,
9854,,,0.000855,
9855,,,0.001758,
9856,,,0.002488,
9857,,,0.00246,
9858,,,0.007023,
9859,,,0.002537,
9860,,,0.004107,
9861,,,0.004338,
9862,,,0.008326,
9863,,,0.051334,
9864,,,0.007943,
9865,,,0.006242,
9866,,,0.008636,
9867,,,0.010197,
9868,,,0.046514,
9869,,,0.033938,
9870,,,0.032028,
9871,,,0.020742,
9872,,,0.002456,
9873,,,0.012407,
9874,,,0.004063,
9875,,,0.00125,
9876,,,0.000213,
9877,,,0.002793,
9878,,,0.005994,
9879,,,0.001592,
9880,,,0.018472,
9881,,,0.000838,
9882,,,0.003314,
9883,,,0.006503,
9884,,,0.007964,
9885,,,0.010258,
9886,,,0.046543,
9887,,,0.039866,
9888,,,0.054626,
9889,,,0.006762,
9890,,,0.006893,
9891,,,0.009613,
9892,,,0.003777,
9893,,,0.00574,
9894,,,0.006862,
9895,,,0.061492,
9896,,,0.000455,
9897,,,0.001159,
9898,,,0.002767,
9899,,,0.001445,
9900,,,0,
9901,,,0.00145,
9902,,,0.02777,
9903,,,0.00134,
9904,,,0.00046,
9905,,,0.00226,
9906,,,0.00186,
9907,,,0.04074,
9908,,,0.02128,
9909,,,0.00586,
9910,,,0.00439,
9911,,,0.00176,
9912,,,0.00037,
9913,,,0.00263,
9914,,,0.00596,
9915,,,0.00526,
9916,,,0.00296,
9917,,,0.006,
9918,,,0.00081,
9919,,,0.00084,
9920,,,0.01278,
9921,,,0.97534,
9922,,,0.98724,
9923,,,0.01471,
9924,,,0.01771,
9925,,,0.01875,
9926,,,0.01781,
9927,,,0.01491,
9928,,,0.01004,
9929,,,0.00324,
9930,,,0.01047,
9931,,,0.96394,
9932,,,0.01849,
9933,,,0.0052,
9934,,,0.00114,
9935,,,0.00249,
9936,,,0.00669,
9937,,,0.00117,
9938,,,0.00083,
9939,,,0.00434,
9940,,,0.00089,
9941,,,0.00504,
9942,,,0.02702,
9943,,,0.03496,
9944,,,0.03749,
9945,,,0.01574,
9946,,,0.01836,
9947,,,0.02021,
9948,,,0.00743,
9949,,,0.0099,
9950,,,0.035,
9951,,,0.005095,
9952,,,0.002567,
9953,,,0.003541,
9954,,,0.001645,
9955,,,0.000508,
9956,,,0.001262,
9957,,,0.00246,
9958,,,0.004523,
9959,,,0.001213,
9960,,,0.004107,
9961,,,0.004338,
9962,,,0.005826,
9963,,,0.006166,
9964,,,0.007943,
9965,,,0.005008,
9966,,,0.011136,
9967,,,0.008947,
9968,,,0.046514,
9969,,,0.038938,
9970,,,0.012028,
9971,,,0.010508,
9972,,,0.008794,
9973,,,0.004907,
9974,,,0.010313,
9975,,,0.00125,
9976,,,0.007713,
9977,,,0.004707,
9978,,,0.002244,
9979,,,0.005908,
9980,,,0.011528,
9981,,,0.010838,
9982,,,0.013314,
9983,,,0.009003,
9984,,,0.015464,
9985,,,0.007758,
9986,,,0.044043,
9987,,,0.039866,
9988,,,0.010374,
9989,,,0.006762,
9990,,,0.004393,
9991,,,0.005863,
9992,,,0.006277,
9993,,,0.05551,
9994,,,0.004362,
9995,,,0.002742,
9996,,,0.002955,
9997,,,0.006159,
9998,,,0.002233,
9999,,,0.001055,
10000,,,0.005,
10001,,,0.00395,
10002,,,0.03027,
10003,,,0.00634,
10004,,,0.00454,
10005,,,0.00476,
10006,,,0.01061,
10007,,,0.03324,
10008,,,0.01878,
10009,,,0.00836,
10010,,,0.00439,
10011,,,0.00176,
10012,,,0.03037,
10013,,,0.02513,
10014,,,0.00404,
10015,,,0.00276,
10016,,,0.00204,
10017,,,0.004,
10018,,,0.00169,
10019,,,0.00166,
10020,,,0.00653,
10021,,,0.98784,
10022,,,0.99474,
10023,,,0.01971,
10024,,,0.02271,
10025,,,1.00125,
10026,,,0.99781,
10027,,,0.99491,
10028,,,0.99004,
10029,,,0.98324,
10030,,,0.00297,
10031,,,0.01856,
10032,,,0.02349,
10033,,,0.0152,
10034,,,0.00614,
10035,,,0.00874,
10036,,,0.00544,
10037,,,0.00617,
10038,,,0.00333,
10039,,,0.00184,
10040,,,0.00161,
10041,,,0.00254,
10042,,,0.00702,
10043,,,0.00496,
10044,,,0.00624,
10045,,,0.02449,
10046,,,0.02586,
10047,,,0.02646,
10048,,,0.00243,
10049,,,0.00615,
10050,,,0.00375,
10051,,,9.5e-005,
10052,,,6.7e-005,
10053,,,0.003541,
10054,,,0.004145,
10055,,,0.003242,
10056,,,0.001238,
10057,,,0.00246,
10058,,,0.002023,
10059,,,0.005037,
10060,,,0.006607,
10061,,,0.004338,
10062,,,0.001674,
10063,,,0.008666,
10064,,,0.049557,
10065,,,0.003742,
10066,,,0.031364,
10067,,,0.010197,
10068,,,0.044014,
10069,,,0.038938,
10070,,,0.027028,
10071,,,0.028242,
10072,,,0.020044,
10073,,,0.007593,
10074,,,0.005313,
10075,,,0.01375,
10076,,,0.012713,
10077,,,0.009707,
10078,,,0.002756,
10079,,,0.017158,
10080,,,0.009028,
10081,,,0.008338,
10082,,,0.010814,
10083,,,0.011503,
10084,,,0.012964,
10085,,,0.017758,
10086,,,0.039043,
10087,,,0.042366,
10088,,,0.005374,
10089,,,0.009262,
10090,,,0.010643,
10091,,,0.008363,
10092,,,0.008777,
10093,,,0.00426,
10094,,,0.001862,
10095,,,0.002742,
10096,,,0.002955,
10097,,,0.001341,
10098,,,0.000267,
10099,,,0.013555,
10100,,,0.0025,
10101,,,0.0027,
10102,,,0.00027,
10103,,,0.00134,
10104,,,0.00454,
10105,,,0.03476,
10106,,,0.01686,
10107,,,0.03824,
10108,,,0.01378,
10109,,,0.02586,
10110,,,0.03439,
10111,,,0.00676,
10112,,,0.00213,
10113,,,0.02513,
10114,,,0.02346,
10115,,,0.00026,
10116,,,0.00704,
10117,,,0.014,
10118,,,0.00669,
10119,,,0.01084,
10120,,,0.00903,
10121,,,0.98784,
10122,,,0.99474,
10123,,,0.99971,
10124,,,1.00271,
10125,,,1.00125,
10126,,,0.99781,
10127,,,0.99491,
10128,,,0.99004,
10129,,,0.98324,
10130,,,0.97453,
10131,,,0.01106,
10132,,,0.00099,
10133,,,0.0027,
10134,,,0.01114,
10135,,,0.00874,
10136,,,0.00919,
10137,,,0.00367,
10138,,,0.00833,
10139,,,0.00684,
10140,,,0.00161,
10141,,,0.00254,
10142,,,0.00452,
10143,,,0.00496,
10144,,,0.00374,
10145,,,0.00824,
10146,,,0.01836,
10147,,,0.02896,
10148,,,0.00743,
10149,,,0.00365,
10150,,,0.0075,
10151,,,0.013845,
10152,,,0.002567,
10153,,,0.003541,
10154,,,0.006645,
10155,,,0.005508,
10156,,,0.006262,
10157,,,0.00246,
10158,,,0.004523,
10159,,,0.054963,
10160,,,0.004107,
10161,,,0.001838,
10162,,,0.008326,
10163,,,0.051334,
10164,,,0.049557,
10165,,,0.003742,
10166,,,0.006136,
10167,,,0.008947,
10168,,,0.010986,
10169,,,0.036438,
10170,,,0.035778,
10171,,,0.003242,
10172,,,0.030044,
10173,,,0.016157,
10174,,,0.004687,
10175,,,0.0025,
10176,,,0.003537,
10177,,,0.006543,
10178,,,0.012756,
10179,,,0.002842,
10180,,,0.014028,
10181,,,0.015412,
10182,,,0.008314,
10183,,,0.009003,
10184,,,0.007964,
10185,,,0.011508,
10186,,,0.042793,
10187,,,0.044866,
10188,,,0.010374,
10189,,,0.053238,
10190,,,0.058107,
10191,,,0.054137,
10192,,,0.006277,
10193,,,0.00176,
10194,,,0.001862,
10195,,,0.000242,
10196,,,0.002045,
10197,,,0.003659,
10198,,,0.004733,
10199,,,0.001055,
10200,,,0.0025,
10201,,,0.00145,
10202,,,0.01527,
10203,,,0.02884,
10204,,,0.01329,
10205,,,0.00476,
10206,,,0.00686,
10207,,,0.00574,
10208,,,0.01628,
10209,,,0.00086,
10210,,,0.00189,
10211,,,0.00074,
10212,,,0.00037,
10213,,,0.00237,
10214,,,0.01096,
10215,,,0.00276,
10216,,,0.01546,
10217,,,0.00525,
10218,,,0.00081,
10219,,,0.00834,
10220,,,0.00472,
10221,,,0.98784,
10222,,,0.00349,
10223,,,0.00971,
10224,,,0.01271,
10225,,,0.01125,
10226,,,0.99781,
10227,,,0.99491,
10228,,,0.99004,
10229,,,0.98324,
10230,,,0.00797,
10231,,,0.00356,
10232,,,0.02474,
10233,,,0.0252,
10234,,,0.00614,
10235,,,0.00374,
10236,,,0.00294,
10237,,,0.00367,
10238,,,0.00583,
10239,,,0.00066,
10240,,,0.00089,
10241,,,0.00246,
10242,,,0.00202,
10243,,,4e-005,
10244,,,0.00374,
10245,,,0.01574,
10246,,,0.00836,
10247,,,0.00896,
10248,,,0.04618,
10249,,,0.02865,
10250,,,0.04,
10251,,,0.023845,
10252,,,0.011317,
10253,,,0.006041,
10254,,,0.004145,
10255,,,0.004258,
10256,,,0.001262,
10257,,,0.00246,
10258,,,0.000477,
10259,,,0.002463,
10260,,,0.004107,
10261,,,0.004338,
10262,,,0.003326,
10263,,,0.011166,
10264,,,0.049557,
10265,,,0.008742,
10266,,,0.003636,
10267,,,0.012697,
10268,,,0.009736,
10269,,,0.043938,
10270,,,0.034528,
10271,,,0.023242,
10272,,,0.020044,
10273,,,0.010093,
10274,,,0.012813,
10275,,,0.00125,
10276,,,0.018963,
10277,,,0.015957,
10278,,,0.012244,
10279,,,0.015342,
10280,,,0.004028,
10281,,,0.000838,
10282,,,0.013314,
10283,,,0.019003,
10284,,,0.044536,
10285,,,0.010258,
10286,,,0.036543,
10287,,,0.049866,
10288,,,0.007874,
10289,,,0.011762,
10290,,,0.009393,
10291,,,0.000863,
10292,,,0.006277,
10293,,,0.00824,
10294,,,0.001862,
10295,,,0.001008,
10296,,,0.000455,
10297,,,0.001159,
10298,,,0.002233,
10299,,,0.001055,
10300,,,0.0025,
10301,,,0.00645,
10302,,,0.00527,
10303,,,0.00634,
10304,,,0.01454,
10305,,,0.00726,
10306,,,0.00686,
10307,,,0.02699,
10308,,,0.02628,
10309,,,0.00336,
10310,,,0.00189,
10311,,,0.00051,
10312,,,0.02037,
10313,,,0.01013,
10314,,,0.00596,
10315,,,0.00526,
10316,,,0.00454,
10317,,,0.004,
10318,,,0.00669,
10319,,,0.00834,
10320,,,0.00653,
10321,,,0.98784,
10322,,,0.99474,
10323,,,0.99971,
10324,,,1.00271,
10325,,,1.00125,
10326,,,0.99781,
10327,,,0.99491,
10328,,,0.99004,
10329,,,0.98324,
10330,,,0.00047,
10331,,,0.00981,
10332,,,0.00974,
10333,,,0.0052,
10334,,,0.00739,
10335,,,0.00874,
10336,,,0.00544,
10337,,,0.00617,
10338,,,0.00333,
10339,,,0.00184,
10340,,,0.00161,
10341,,,4e-005,
10342,,,0.00702,
10343,,,0.00996,
10344,,,0.00874,
10345,,,0.01074,
10346,,,0.03211,
10347,,,0.04896,
10348,,,0.04493,
10349,,,0.02865,
10350,,,0.0325,
10351,,,0.031345,
10352,,,0.006317,
10353,,,0.006041,
10354,,,0.004145,
10355,,,0.000742,
10356,,,0.001238,
10357,,,0.00246,
10358,,,0.004523,
10359,,,0.007537,
10360,,,0.004107,
10361,,,0.004412,
10362,,,0.008326,
10363,,,0.003666,
10364,,,0.011693,
10365,,,0.013742,
10366,,,0.001364,
10367,,,0.005197,
10368,,,0.010986,
10369,,,0.041438,
10370,,,0.034528,
10371,,,0.033242,
10372,,,0.020044,
10373,,,0.022407,
10374,,,0.027813,
10375,,,0.02375,
10376,,,0.022713,
10377,,,0.019707,
10378,,,0.019744,
10379,,,0.010342,
10380,,,0.014028,
10381,,,0.010838,
10382,,,0.015814,
10383,,,0.014003,
10384,,,0.015464,
10385,,,0.002242,
10386,,,0.036543,
10387,,,0.012634,
10388,,,0.005374,
10389,,,0.009262,
10390,,,0.006893,
10391,,,0.005863,
10392,,,0.008777,
10393,,,0.00324,
10394,,,0.003112,
10395,,,0.002258,
10396,,,0.000455,
10397,,,0.001159,
10398,,,0.014733,
10399,,,0.006055,
10400,,,0.0025,
10401,,,0.03395,
10402,,,0.00527,
10403,,,0.00384,
10404,,,0.03204,
10405,,,0.00976,
10406,,,0.02936,
10407,,,0.02074,
10408,,,0.00378,
10409,,,0.00336,
10410,,,0.00189,
10411,,,0.00176,
10412,,,0.00037,
10413,,,0.02013,
10414,,,0.00346,
10415,,,0.00099,
10416,,,0.00296,
10417,,,0.0015,
10418,,,0.00294,
10419,,,0.01084,
10420,,,0.00597,
10421,,,0.01409,
10422,,,0.99474,
10423,,,0.99971,
10424,,,0.01521,
10425,,,0.015,
10426,,,0.99781,
10427,,,0.99491,
10428,,,0.99004,
10429,,,0.98324,
10430,,,0.00297,
10431,,,0.01106,
10432,,,0.00599,
10433,,,0.0002,
10434,,,0.00364,
10435,,,0.01374,
10436,,,0.01294,
10437,,,0.00617,
10438,,,0.00583,
10439,,,0.00434,
10440,,,0.00161,
10441,,,4e-005,
10442,,,0.04202,
10443,,,0.01496,
10444,,,0.00749,
10445,,,0.00824,
10446,,,0.02586,
10447,,,0.05146,
10448,,,0.03743,
10449,,,0.03615,
10450,,,0.04,
10451,,,0.026345,
10452,,,0.002567,
10453,,,0.003541,
10454,,,0.001645,
10455,,,0.000742,
10456,,,0.001262,
10457,,,0.00371,
10458,,,0.004523,
10459,,,0.002537,
10460,,,0.001607,
10461,,,0.004338,
10462,,,0.005826,
10463,,,0.008666,
10464,,,0.010443,
10465,,,0.048758,
10466,,,0.003636,
10467,,,0.002697,
10468,,,0.008486,
10469,,,0.013562,
10470,,,0.044528,
10471,,,0.035742,
10472,,,0.011294,
10473,,,0.002407,
10474,,,0.020313,
10475,,,0.02375,
10476,,,0.022713,
10477,,,0.019707,
10478,,,0.010994,
10479,,,0.009658,
10480,,,0.014028,
10481,,,0.015838,
10482,,,0.020814,
10483,,,0.006503,
10484,,,0.012964,
10485,,,0.037242,
10486,,,0.041543,
10487,,,0.007634,
10488,,,0.007874,
10489,,,0.004262,
10490,,,0.004393,
10491,,,0.002113,
10492,,,0.006277,
10493,,,0.00574,
10494,,,0.006862,
10495,,,0.000242,
10496,,,0.000455,
10497,,,0.003841,
10498,,,0.001517,
10499,,,0.001445,
10500,,,0,
10501,,,0.00105,
10502,,,0.00223,
10503,,,0.02134,
10504,,,0.03954,
10505,,,0.01976,
10506,,,0.04186,
10507,,,0.01824,
10508,,,0.00878,
10509,,,0.00336,
10510,,,0.00189,
10511,,,0.00426,
10512,,,0.03037,
10513,,,0.02763,
10514,,,0.00096,
10515,,,0.00724,
10516,,,0.00046,
10517,,,0.0085,
10518,,,0.00831,
10519,,,0.00209,
10520,,,0.00347,
10521,,,0.01659,
10522,,,0.99474,
10523,,,0.01346,
10524,,,0.01646,
10525,,,1.00125,
10526,,,0.99531,
10527,,,0.99241,
10528,,,0.98754,
10529,,,0.98074,
10530,,,0.00422,
10531,,,0.00394,
10532,,,0.01099,
10533,,,0.0152,
10534,,,0.02114,
10535,,,0.00874,
10536,,,0.00294,
10537,,,0.00367,
10538,,,0.00458,
10539,,,0.00684,
10540,,,0.00161,
10541,,,4e-005,
10542,,,0.00702,
10543,,,0.01996,
10544,,,0.00874,
10545,,,0.04074,
10546,,,0.01586,
10547,,,0.01896,
10548,,,0.01993,
10549,,,0.00615,
10550,,,0.01125,
10551,,,0.035095,
10552,,,0.003817,
10553,,,0.003541,
10554,,,0.001645,
10555,,,0.000742,
10556,,,1.2e-005,
10557,,,4e-005,
10558,,,0.002023,
10559,,,0.005037,
10560,,,0.000357,
10561,,,0.004338,
10562,,,0.005826,
10563,,,0.001166,
10564,,,0.012943,
10565,,,0.009992,
10566,,,0.006136,
10567,,,0.007697,
10568,,,0.013486,
10569,,,0.012312,
10570,,,0.042028,
10571,,,0.033242,
10572,,,0.035044,
10573,,,0.002407,
10574,,,0.001563,
10575,,,0.005,
10576,,,0.011037,
10577,,,0.010293,
10578,,,0.012756,
10579,,,0.009658,
10580,,,0.019028,
10581,,,0.013338,
10582,,,0.018314,
10583,,,0.011503,
10584,,,0.044536,
10585,,,0.034742,
10586,,,0.044043,
10587,,,0.010134,
10588,,,0.011624,
10589,,,0.009262,
10590,,,0.009393,
10591,,,0.059137,
10592,,,0.046223,
10593,,,0.00324,
10594,,,0.000638,
10595,,,0.000242,
10596,,,0.005455,
10597,,,0.001159,
10598,,,0.002233,
10599,,,0.003555,
10600,,,0.0025,
10601,,,0.00145,
10602,,,0.00223,
10603,,,0.00134,
10604,,,0.00204,
10605,,,0.01101,
10606,,,0.03561,
10607,,,0.01574,
10608,,,0.00878,
10609,,,0.03086,
10610,,,0.00689,
10611,,,0.00074,
10612,,,0.00213,
10613,,,0.02263,
10614,,,0.00154,
10615,,,0.01776,
10616,,,0.00546,
10617,,,0.00025,
10618,,,0.00419,
10619,,,0.00666,
10620,,,0.00653,
10621,,,0.00284,
10622,,,0.99474,
10623,,,0.99846,
10624,,,1.00146,
10625,,,1.00125,
10626,,,0.99781,
10627,,,0.99491,
10628,,,0.99004,
10629,,,0.98324,
10630,,,0.00297,
10631,,,0.00356,
10632,,,0.01599,
10633,,,0.0077,
10634,,,0.00614,
10635,,,0.00874,
10636,,,0.00794,
10637,,,0.00367,
10638,,,0.00583,
10639,,,0.00934,
10640,,,0.00911,
10641,,,0.00254,
10642,,,0.00452,
10643,,,0.00496,
10644,,,0.00874,
10645,,,0.00699,
10646,,,0.01086,
10647,,,0.02896,
10648,,,0.01743,
10649,,,0.0049,
10650,,,0.005,
10651,,,0.00115,
10652,,,6.7e-005,
10653,,,0.001041,
10654,,,0.000855,
10655,,,0.000742,
10656,,,0.002488,
10657,,,0.00371,
10658,,,0.002023,
10659,,,0.005037,
10660,,,0.009107,
10661,,,0.000662,
10662,,,0.003326,
10663,,,0.011166,
10664,,,0.047057,
10665,,,0.048758,
10666,,,0.011136,
10667,,,0.001447,
10668,,,0.002236,
10669,,,0.001062,
10670,,,0.037028,
10671,,,0.009258,
10672,,,0.032544,
10673,,,0.028657,
10674,,,0.000313,
10675,,,0,
10676,,,0.001037,
10677,,,0.002793,
10678,,,0.005256,
10679,,,0.009658,
10680,,,0.016528,
10681,,,0.010838,
10682,,,0.010814,
10683,,,0.016503,
10684,,,0.037036,
10685,,,0.032242,
10686,,,0.049043,
10687,,,0.010134,
10688,,,0.009124,
10689,,,0.011762,
10690,,,0.053107,
10691,,,0.005863,
10692,,,0.001277,
10693,,,0.00074,
10694,,,0.001862,
10695,,,0.000242,
10696,,,0.000795,
10697,,,0.003659,
10698,,,0.004733,
10699,,,0.00105,
10700,,,0.0025,
10701,,,0.0002,
10702,,,0.00027,
10703,,,0.00384,
10704,,,0.01454,
10705,,,0.00226,
10706,,,0.03936,
10707,,,0.01074,
10708,,,0.00253,
10709,,,0.00086,
10710,,,0.00061,
10711,,,0.00074,
10712,,,0.00213,
10713,,,0.01013,
10714,,,0.00596,
10715,,,0.00026,
10716,,,0.00296,
10717,,,0.001,
10718,,,0.00419,
10719,,,0.00166,
10720,,,0.01903,
10721,,,0.00784,
10722,,,0.99474,
10723,,,0.99971,
10724,,,1.00271,
10725,,,0.99125,
10726,,,0.99031,
10727,,,0.98741,
10728,,,0.98254,
10729,,,0.97574,
10730,,,0.97453,
10731,,,0.00606,
10732,,,0.01099,
10733,,,0.01395,
10734,,,0.00114,
10735,,,0.00624,
10736,,,0.01294,
10737,,,0.00867,
10738,,,0.00833,
10739,,,0.00184,
10740,,,0.00089,
10741,,,4e-005,
10742,,,0.00452,
10743,,,4e-005,
10744,,,0.00374,
10745,,,0.01074,
10746,,,0.00586,
10747,,,0.00646,
10748,,,0.02493,
10749,,,0.00865,
10750,,,0.005,
10751,,,0.00635,
10752,,,0.002433,
10753,,,0.001459,
10754,,,0.004145,
10755,,,0.003008,
10756,,,0.006262,
10757,,,0.00504,
10758,,,0.000477,
10759,,,0.005037,
10760,,,0.054643,
10761,,,0.055662,
10762,,,0.051674,
10763,,,0.006166,
10764,,,0.052057,
10765,,,0.046258,
10766,,,0.016136,
10767,,,0.002697,
10768,,,0.002236,
10769,,,0.011062,
10770,,,0.029528,
10771,,,0.040742,
10772,,,0.032544,
10773,,,0.032407,
10774,,,0.000937,
10775,,,0.00125,
10776,,,0.002287,
10777,,,0.005293,
10778,,,0.007756,
10779,,,0.020342,
10780,,,0.016528,
10781,,,0.020838,
10782,,,0.005814,
10783,,,0.011503,
10784,,,0.029536,
10785,,,0.007758,
10786,,,0.013457,
10787,,,0.010134,
10788,,,0.007874,
10789,,,0.006762,
10790,,,0.001893,
10791,,,0.003363,
10792,,,0.003777,
10793,,,0.00324,
10794,,,0.004362,
10795,,,0.003508,
10796,,,0.004545,
10797,,,0.001341,
10798,,,0.002233,
10799,,,0.00105,
10800,,,0.0025,
10801,,,0.00145,
10802,,,0.02777,
10803,,,0.01884,
10804,,,0.02204,
10805,,,0.00601,
10806,,,0.00686,
10807,,,0.02324,
10808,,,0.00378,
10809,,,0.00086,
10810,,,0.00189,
10811,,,0.00074,
10812,,,0.00787,
10813,,,0.00263,
10814,,,0.00029,
10815,,,0.00224,
10816,,,0.00046,
10817,,,0.0015,
10818,,,0.00419,
10819,,,0.01166,
10820,,,0.00653,
10821,,,0.01534,
10822,,,0.99474,
10823,,,0.99221,
10824,,,0.99521,
10825,,,0.99875,
10826,,,0.99781,
10827,,,0.00991,
10828,,,0.00504,
10829,,,0.00176,
10830,,,0.00797,
10831,,,0.00481,
10832,,,0.00599,
10833,,,0.0202,
10834,,,0.01614,
10835,,,0.02374,
10836,,,0.00544,
10837,,,0.00117,
10838,,,0.00333,
10839,,,0.00184,
10840,,,0.00214,
10841,,,0.00504,
10842,,,0.00952,
10843,,,4e-005,
10844,,,0.00374,
10845,,,0.00574,
10846,,,0.01586,
10847,,,0.00896,
10848,,,0.00493,
10849,,,0.00365,
10850,,,0.005,
10851,,,0.00385,
10852,,,0.015067,
10853,,,0.011041,
10854,,,0.006645,
10855,,,0.004258,
10856,,,0.002512,
10857,,,4e-005,
10858,,,0.003273,
10859,,,0.002463,
10860,,,0.000893,
10861,,,0.004338,
10862,,,0.002924,
10863,,,0.011166,
10864,,,0.007943,
10865,,,0.008742,
10866,,,0.043864,
10867,,,0.007697,
10868,,,0.003486,
10869,,,0.016062,
10870,,,0.012972,
10871,,,0.035742,
10872,,,0.040044,
10873,,,0.024907,
10874,,,0.030313,
10875,,,0.02625,
10876,,,0.025213,
10877,,,0.022207,
10878,,,0.022244,
10879,,,0.012842,
10880,,,0.024028,
10881,,,0.015838,
10882,,,0.020814,
10883,,,0.038497,
10884,,,0.039536,
10885,,,0.038492,
10886,,,0.005957,
10887,,,0.017634,
10888,,,0.005374,
10889,,,0.006762,
10890,,,0.006893,
10891,,,0.003363,
10892,,,0.006277,
10893,,,0.00074,
10894,,,0.000638,
10895,,,0.000242,
10896,,,0.005455,
10897,,,0.011159,
10898,,,0.002233,
10899,,,0.00105,
10900,,,0.0025,
10901,,,0.02395,
10902,,,0.03527,
10903,,,0.01634,
10904,,,0.00704,
10905,,,0.00726,
10906,,,0.03686,
10907,,,0.02074,
10908,,,0.00503,
10909,,,0.01086,
10910,,,0.00061,
10911,,,0.00324,
10912,,,0.00213,
10913,,,0.00388,
10914,,,0.00654,
10915,,,0.00276,
10916,,,0.00704,
10917,,,0.009,
10918,,,0.00419,
10919,,,0.00291,
10920,,,0.00903,
10921,,,0.98784,
10922,,,0.99224,
10923,,,0.99971,
10924,,,0.01896,
10925,,,1.00125,
10926,,,0.01531,
10927,,,0.00991,
10928,,,0.00504,
10929,,,0.00176,
10930,,,0.00547,
10931,,,0.01144,
10932,,,0.00099,
10933,,,0.0052,
10934,,,0.00864,
10935,,,0.00874,
10936,,,0.00544,
10937,,,0.00117,
10938,,,0.00583,
10939,,,0.00684,
10940,,,0.00286,
10941,,,0.00254,
10942,,,0.00702,
10943,,,0.04246,
10944,,,0.01874,
10945,,,0.00949,
10946,,,0.01086,
10947,,,0.00646,
10948,,,0.00743,
10949,,,0.04615,
10950,,,0.03,
10951,,,0.03385,
10952,,,0.032567,
10953,,,0.011041,
10954,,,0.006645,
10955,,,0.001758,
10956,,,0.001238,
10957,,,0.00246,
10958,,,0.004523,
10959,,,0.003787,
10960,,,0.006607,
10961,,,0.004338,
10962,,,0.005826,
10963,,,0.006166,
10964,,,0.010443,
10965,,,0.011242,
10966,,,0.038864,
10967,,,0.010197,
10968,,,0.000986,
10969,,,0.004812,
10970,,,0.014222,
10971,,,0.028242,
10972,,,0.037544,
10973,,,0.027407,
10974,,,0.022813,
10975,,,0.02375,
10976,,,0.022713,
10977,,,0.019707,
10978,,,0.012244,
10979,,,0.010342,
10980,,,0.021528,
10981,,,0.008338,
10982,,,0.015814,
10983,,,0.001503,
10984,,,0.032036,
10985,,,0.042242,
10986,,,0.010957,
10987,,,0.007634,
10988,,,0.012874,
10989,,,0.050738,
10990,,,0.001893,
10991,,,0.005863,
10992,,,0.008777,
10993,,,0.05926,
10994,,,0.001862,
